"","x"
"15275","HIST1H2BN"
"15276","SSBP2"
"15277","SYTL3"
"15278","PHF19"
"15279","CD24"
"15280","ENSG00000260300"
"15281","ZCCHC3"
"15282","PACSIN1"
"15283","HIST1H3F"
"15284","PRIM2"
"15285","ARFIP2"
"15286","ENSG00000273637"
"15287","SEMA3B"
"15288","CLEC18A"
"15289","ATRAID"
"15290","H2AFB1"
"15291","LIG4"
"15292","MREG"
"15293","NEB"
"15294","SERPINB6"
"15295","SMTN"
"15296","TPTE"
"15297","HOXA3"
"15298","NT5C3A"
"15299","CD48"
"15300","NEK3"
"15301","EPPK1"
"15302","OVCH2"
"15303","CTDP1"
"15304","GJA5"
"15305","PPP1R2"
"15306","GLYAT"
"15307","PMP22"
"15308","LRRC6"
"15309","HIST1H3G"
"15310","B3GNT6"
"15311","NXF2B"
"15312","MDFIC"
"15313","HIST1H3C"
"15314","CPSF1"
"15315","ZNHIT3"
"15316","IFITM2"
"15317","KIAA1033"
"15318","SRCIN1"
"15319","HIST1H4E"
"15320","FOXP1"
"15321","ARMC9"
"15322","MUC1"
"15323","HIST1H3B"
"15324","EXOC5"
"15325","ADAM29"
"15326","MRPL45"
"15327","CAPS"
"15328","CDH4"
"15329","CIITA"
"15330","ENSG00000160201"
"15331","MUC13"
"15332","SLC27A3"
"15333","PKD1L2"
"15334","UBTFL1"
"15335","ENSG00000279392"
"15336","ENSG00000279058"
"15337","ENSG00000279890"
"15338","PPIAL4B"
"15339","ENSG00000278882"
"15340","HMCN2"
"15341","TRIM39-RPP21"
"15342","UQCRHL"
"15343","PRSS3P2"
"15344","HNRNPCL2"
"15345","DUX4L8"
"15346","ENSG00000279928"
"15347","CDHR1"
"15348","DCHS2"
"15349","ADSL"
"15350","MAGEA2"
"15351","CERS1"
"15352","SLC35G4P"
"15353","NXF2"
"15354","ENSG00000261832"
"15355","WASH1"
"15356","ENSG00000276612"
"15357","ENSG00000279782"
"15358","MUC5AC"
"15359","EIF3L"
"15360","Cytidine monophosphate"
"15361","Malonyl-CoA"
"15362","All-trans-retinoic acid"
"15363","Indole"
"15364","Niacinamide"
"15365","Phosphoribosyl pyrophosphate"
"15366","Nicotinic acid mononucleotide"
"15367","Nicotinic acid"
"15368","L-Lactic acid"
"15369","Pyruvic acid"
"15370","Sodium"
"15371","S-Adenosylmethionine"
"15372","S-Adenosylhomocysteine"
"15373","Spermine"
"15374","3-aminopropanal"
"15375","Spermidine"
"15376","N1-Acetylspermidine"
"15377","Putrescine"
"15378","N1-Acetylspermine"
"15379","dIMP"
"15380","Inosinic acid"
"15381","D-Ribose 5-phosphate"
"15382","22b-Hydroxycholesterol"
"15383","Methylmalonyl-CoA"
"15384","R-Methylmalonyl-CoA"
"15385","Succinyl-CoA"
"15386","Thyroxine"
"15387","Iodide"
"15388","Ubiquinone-1"
"15389","QH2"
"15390","L-Malic acid"
"15391","Arachidonic acid"
"15392","5(S)-Hydroperoxyeicosatetraenoic acid"
"15393","CDP-diacylglycerol"
"15394","Leukotriene A4"
"15395","Leukotriene C4"
"15396","Leukotriene D4"
"15397","Leukotriene E4"
"15398","Dihydroxyacetone phosphate"
"15399","Dihydroxyacetone Phosphate Acyl Ester"
"15400","1-Acyl-sn-glycerol 3-phosphate"
"15401","PA(16:0/16:0)"
"15402","Cytidine triphosphate"
"15403","1-Phosphatidyl-1D-myo-inositol 5-phosphate"
"15404","Phosphatidylinositol-4_5-bisphosphate"
"15405","Phosphatidylinositol-3_4_5-trisphosphate"
"15406","Prostaglandin D2"
"15407","Palmitic acid"
"15408","Vitamin D3"
"15409","Calcidiol"
"15410","Calcitriol"
"15411","Linoleoyl-CoA"
"15412","cis_cis-3_6-Dodecadienoyl-CoA"
"15413","trans_cis-Lauro-2_6-dienoyl-CoA"
"15414","Deoxyadenosine triphosphate"
"15415","Deoxyadenosine monophosphate"
"15416","p-Aminobenzoic acid"
"15417","Aminosalicylic Acid"
"15418","Sulfanilamide"
"15419","Isoniazid"
"15420","N-Acetylisoniazid"
"15421","L-Arginine"
"15422","Urea"
"15423","Biotin"
"15424","L-Lysine"
"15425","N6_N6_N6-Trimethyl-L-lysine"
"15426","3-Hydroxy-N6_N6_N6-Trimethyl-L-lysine"
"15427","4-Trimethylammoniobutanal"
"15428","4-Trimethylammoniobutanoic acid"
"15429","L-Tyrosine"
"15430","Tetrahydrobiopterin"
"15431","L-Dopa"
"15432","Dopamine"
"15433","Norepinephrine"
"15434","Epinephrine"
"15435","3-Hydroxy-3-methylglutaryl-CoA"
"15436","Mevalonic acid"
"15437","Mevalonic acid-5P"
"15438","(S)-5-Diphosphomevalonic acid"
"15439","Isopentenyl pyrophosphate"
"15440","Dimethylallylpyrophosphate"
"15441","Geranyl-PP"
"15442","Farnesyl pyrophosphate"
"15443","Presqualene diphosphate"
"15444","Squalene"
"15445","(S)-2_3-Epoxysqualene"
"15446","Oxalacetic acid"
"15447","Citric acid"
"15448","D-threo-Isocitric acid"
"15449","Isocitric acid"
"15450","Fumaric acid"
"15451","Tetrahydrofolic acid"
"15452","Guanidoacetic acid"
"15453","Ornithine"
"15454","Creatine"
"15455","Iron"
"15456","Trimethylamine"
"15457","Hydrogen carbonate"
"15458","Alpha-D-Glucose"
"15459","D-Fructose(open-chain)"
"15460","D-Fructose (furanose)"
"15461","Fructose 1-phosphate"
"15462","D-Glyceraldehyde"
"15463","D-Glyceraldehyde 3-phosphate"
"15464","Cyclic AMP"
"15465","L-Aspartic acid"
"15466","Phosphoenolpyruvic acid"
"15467","2-Phospho-D-glyceric acid"
"15468","3-Phospho-D-glycerate"
"15469","Glyceric acid 1_3-biphosphate"
"15470","Fructose 1_6-bisphosphate"
"15471","Fructose 6-phosphate"
"15472","Glucose 6-phosphate"
"15473","Uridine 5'-diphosphate"
"15474","Bilirubin"
"15475","Bilirubin monoglucuronide"
"15476","Bilirubin diglucuronide"
"15477","L(-)-Nicotine"
"15478","Oxirane"
"15479","NH4+"
"15480","D-Fructose 2_6-bisphosphate"
"15481","Globoside"
"15482","Globotriaosylceramide"
"15483","Sulfatide"
"15484","Ceramide (d18:1/12:0)"
"15485","L-Histidine"
"15486","Urocanic acid"
"15487","4-Imidazolone-5-propionic acid"
"15488","Formiminoglutamic acid"
"15489","5-Formiminotetrahydrofolic acid"
"15490","Histamine"
"15491","1-Methylhistamine"
"15492","Beta-Alanine"
"15493","Saccharopine"
"15494","Allysine"
"15495","Aminoadipic acid"
"15496","Oxoadipic acid"
"15497","Glutaryl-CoA"
"15498","Folic acid"
"15499","Dihydrofolic acid"
"15500","Tetrahydrofolyl-[Glu](2)"
"15501","10-Formyltetrahydrofolate"
"15502","Adenosine"
"15503","L-Alanine"
"15504","Adenine"
"15505","Pyridine"
"15506","N-Methylpyridinium"
"15507","Protocatechuic acid"
"15508","Quinolinic acid"
"15509","Nicotinic acid adenine dinucleotide"
"15510","L-Glutamine"
"15511","L-Phenylalanine"
"15512","4-Hydroxyphenylpyruvic acid"
"15513","Homogentisic acid"
"15514","Maleylacetoacetic acid"
"15515","4-Fumarylacetoacetic acid"
"15516","Acetoacetic acid"
"15517","Guanosine monophosphate"
"15518","L-Proline"
"15519","(S)-1-Pyrroline-5-carboxylate"
"15520","L-Glutamic gamma-semialdehyde"
"15521","Deoxyadenosine"
"15522","Guanosine"
"15523","Inosine"
"15524","2'-Deoxyguanosine 5'-monophosphate"
"15525","Deoxyguanosine"
"15526","Deoxyinosine"
"15527","Guanine"
"15528","Ribose 1-phosphate"
"15529","Deoxyribose 1-phosphate"
"15530","Hypoxanthine"
"15531","Xanthine"
"15532","Uric acid"
"15533","Xanthylic acid"
"15534","5-Phosphoribosylamine"
"15535","Glycineamideribotide"
"15536","5'-Phosphoribosyl-N-formylglycinamide"
"15537","Phosphoribosylformylglycineamidine"
"15538","5-Aminoimidazole ribonucleotide"
"15539","5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate"
"15540","SAICAR"
"15541","AICAR"
"15542","Adenylsuccinic acid"
"15543","Carbamoyl phosphate"
"15544","Ureidosuccinic acid"
"15545","4_5-Dihydroorotic acid"
"15546","Orotic acid"
"15547","Orotidylic acid"
"15548","5-Thymidylic acid"
"15549","dUMP"
"15550","Uridine 2'-phosphate"
"15551","3'-UMP"
"15552","Thymidine"
"15553","Uridine"
"15554","Deoxyuridine"
"15555","Cytidine"
"15556","dCMP"
"15557","Deoxycytidine"
"15558","Uracil"
"15559","Thymine"
"15560","Dihydrouracil"
"15561","Ureidopropionic acid"
"15562","Dihydrothymine"
"15563","Ureidoisobutyric acid"
"15564","(R)-b-aminoisobutyric acid"
"15565","2-Methyl-3-oxopropanoic acid"
"15566","Vitamin A"
"15567","L-Tryptophan"
"15568","Oxitriptan"
"15569","N-Acetylserotonin"
"15570","Melatonin"
"15571","(R)-3-Hydroxybutyric acid"
"15572","Iodine"
"15573","Iodotyrosine"
"15574","3_5-Diiodo-L-tyrosine"
"15575","Acyl-CoA"
"15576","L-Isoleucine"
"15577","L-Leucine"
"15578","L-Valine"
"15579","N'-Formylkynurenine"
"15580","L-Kynurenine"
"15581","L-3-Hydroxykynurenine"
"15582","3-Hydroxyanthranilic acid"
"15583","2-Amino-3-carboxymuconic acid semialdehyde"
"15584","2-Aminomuconic acid semialdehyde"
"15585","N-Acetylglutamic acid"
"15586","Citrulline"
"15587","Argininosuccinic acid"
"15588","Thiamine"
"15589","Thiamine pyrophosphate"
"15590","Riboflavin"
"15591","Flavin Mononucleotide"
"15592","Pyridoxal 5'-phosphate"
"15593","Aflatoxin B1"
"15594","L-Asparagine"
"15595","Ketoleucine"
"15596","3-Methyl-2-oxovaleric acid"
"15597","Alpha-ketoisovaleric acid"
"15598","Isovaleryl-CoA"
"15599","2-Methylbutyryl-CoA"
"15600","Isobutyryl-CoA"
"15601","3-Methylcrotonyl-CoA"
"15602","3-Methylglutaconyl-CoA"
"15603","Tiglyl-CoA"
"15604","2-Methyl-3-hydroxybutyryl-CoA"
"15605","2-Methylacetoacetyl-CoA"
"15606","Methacrylyl-CoA"
"15607","(S)-3-Hydroxyisobutyryl-CoA"
"15608","Xylulose 5-phosphate"
"15609","D-Galactose"
"15610","Galactose 1-phosphate"
"15611","5-Aminolevulinic acid"
"15612","Porphobilinogen"
"15613","Hydroxymethylbilane"
"15614","Uroporphyrinogen III"
"15615","Coproporphyrinogen III"
"15616","Protoporphyrin IX"
"15617","Heme"
"15618","Biliverdin"
"15619","Carbon monoxide"
"15620","D-Erythrose 4-phosphate"
"15621","D-Sedoheptulose 7-phosphate"
"15622","dADP"
"15623","CDP"
"15624","dCDP"
"15625","dGDP"
"15626","dUDP"
"15627","dTDP"
"15628","dGTP"
"15629","dCTP"
"15630","Thymidine 5'-triphosphate"
"15631","Deoxyuridine triphosphate"
"15632","6-Phosphonoglucono-D-lactone"
"15633","6-Phosphogluconic acid"
"15634","D-Ribulose 5-phosphate"
"15635","doxorubicinol"
"15636","Magnesium"
"15637","Calcium"
"15638","Zinc (II) ion"
"15639","Inositol 1_4_5-trisphosphate"
"15640","1D-Myo-inositol 1_4-bisphosphate"
"15641","D-Myo-inositol 4-phosphate"
"15642","1D-Myo-inositol 1_3-bisphosphate"
"15643","1D-Myo-inositol 3_4-bisphosphate"
"15644","Myo-inositol 1-phosphate"
"15645","1D-Myo-inositol 1_4_5_6-tetrakisphosphate"
"15646","Myo-inositol hexakisphosphate"
"15647","5-Diphosphoinositol pentakisphosphate"
"15648","Beta-D-Glucose"
"15649","Beta-D-Glucose 6-phosphate"
"15650","Beta-D-Fructose 6-phosphate"
"15651","beta-D-Fructose 1_6-bisphosphate"
"15652","S-Acetyldihydrolipoamide-E"
"15653","Enzyme N6-(lipoyl)lysine"
"15654","Enzyme N6-(dihydrolipoyl)lysine"
"15655","2_3-Diphosphoglyceric acid"
"15656","[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine"
"15657","2-(a-Hydroxyethyl)thiamine diphosphate"
"15658","Gluconic acid"
"15659","Deoxyribose 5-phosphate"
"15660","3-Methoxy-4-hydroxyphenylglycol glucuronide"
"15661","D-Xylitol"
"15662","D-Glucuronic acid"
"15663","L-Arabinose"
"15664","D-Xylose"
"15665","Gulonic acid"
"15666","Sorbitol"
"15667","Mannose 6-phosphate"
"15668","D-Mannose 1-phosphate"
"15669","Guanosine diphosphate mannose"
"15670","GDP-4-Dehydro-6-deoxy-D-mannose"
"15671","GDP-L-fucose"
"15672","Fucose 1-phosphate"
"15673","D-Mannose"
"15674","L-Fucose"
"15675","Raffinose"
"15676","Alpha-Lactose"
"15677","Sucrose"
"15678","D-Glucose"
"15679","Butyryl-[acp]"
"15680","3-Oxohexanoyl-[acp]"
"15681","Hexanoyl-[acp]"
"15682","3-Oxooctanoyl-[acp]"
"15683","3-Oxodecanoyl-[acp]"
"15684","Octanoyl-[acp]"
"15685","Decanoyl-[acp]"
"15686","3-Oxododecanoyl-[acp]"
"15687","3-Oxotetradecanoyl-[acp]"
"15688","Tetradecanoyl-[acp]"
"15689","3-Oxohexadecanoyl-[acp]"
"15690","Hexadecanoyl-[acp]"
"15691","Acetoacetyl-[acp]"
"15692","3-Oxoacyl-CoA"
"15693","(S)-3-hydroxyacyl-CoA"
"15694","2_3-trans-enoyl CoA"
"15695","Dehydroacyl-CoA"
"15696","Very-long-chain (3R)-3-hydroxyacyl-CoA"
"15697","Very-long-chain trans-2_3-dehydroacyl-CoA"
"15698","Long-chain acyl-CoA"
"15699","Very-long-chain acyl-CoA"
"15700","Very-long-chain 3-oxoacyl-CoA"
"15701","Long-chain fatty acid"
"15702","Aldehyde"
"15703","L-Palmitoylcarnitine"
"15704","Delta 8_14 -Sterol"
"15705","4a-Methylfecosterol"
"15706","5-Dehydroavenasterol"
"15707","Avenasterol"
"15708","5-Dehydroepisterol"
"15709","24-Methylenecholesterol"
"15710","4_4-Dimethylcholesta-8_14_24-trienol"
"15711","4_4-Dimethyl-5a-cholesta-8_24-dien-3-b-ol"
"15712","4a-Carboxy-4b-methyl-5a-cholesta-8_24-dien-3b-ol"
"15713","3-Keto-4-methylzymosterol"
"15714","Zymosterol intermediate 2"
"15715","5a-Cholesta-7_24-dien-3b-ol"
"15716","5a-Cholest-8-en-3b-ol"
"15717","Lathosterol"
"15718","Campesterol"
"15719","26-Hydroxycholesterol"
"15720","7-a_27-Dihydroxycholesterol"
"15721","5-b-Cholestane-3a _7a _12a-triol"
"15722","(25S)-3alpha_7alpha_12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA"
"15723","Choloyl-CoA"
"15724","4-Cholesten-7alpha_12alpha-diol-3-one"
"15725","3a_7a-Dihydroxy-5b-cholestane"
"15726","3alpha_7alpha-Dihydroxy-5beta-cholestanate"
"15727","(25R)-3alpha_7alpha-Dihydroxy-5beta-cholestanoyl-CoA"
"15728","(25S)-3alpha_7alpha-Dihydroxy-5beta-cholestanoyl-CoA_AMACR"
"15729","(25S)-3alpha_7alpha-Dihydroxy-5beta-cholestanoyl-CoA"
"15730","3a_7a-Dihydroxy-5b-cholest-24-enoyl-CoA"
"15731","Chenodeoxycholoyl-CoA"
"15732","3a_7a-Dihydroxy-5b-24-oxocholestanoyl-CoA"
"15733","7-a_25-Dihydroxycholesterol"
"15734","3beta_7alpha-Dihydroxy-5-cholestenoate"
"15735","2-Polyprenyl-6-methoxy-1_4-benzoquinone"
"15736","2-Hexaprenyl-6-methoxy-1_4-benzoquinone"
"15737","2-Octaprenyl-6-methoxy-1_4-benzoquinone"
"15738","2-Polyprenyl-3-methyl-6-methoxy-1_4-benzoquinone"
"15739","2-Hexaprenyl-3-methyl-6-methoxy-1_4 benzoquinone"
"15740","2-Octaprenyl-3-methyl-6-methoxy-1_4-benzoquinone"
"15741","Ubiquinone-6"
"15742","Ubiquinone-8"
"15743","Coenzyme Q9"
"15744","all-trans-Polyprenyl diphosphate"
"15745","All-trans-hexaprenyl diphosphate"
"15746","Octaprenyl diphosphate"
"15747","all-trans-Nonaprenyl diphosphate"
"15748","all-trans-Decaprenyl diphosphate"
"15749","2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone"
"15750","2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone"
"15751","2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1_4-benzoquinone"
"15752","Menaquinol"
"15753","2_3-Epoxymenaquinone"
"15754","Vitamin K2"
"15755","Vitamin K1"
"15756","Phylloquinol"
"15757","Vitamin K1 2_3-epoxide"
"15758","20alpha-Hydroxycholesterol"
"15759","17a_20a-Dihydroxycholesterol"
"15760","21-Hydroxypregnenolone"
"15761","5alpha-Dihydrodeoxycorticosterone"
"15762","11b_21-Dihydroxy-3_20-oxo-5b-pregnan-18-al"
"15763","Tetrahydrocorticosterone"
"15764","3a_21-Dihydroxy-5b-pregnane-11_20-dione"
"15765","11b-Hydroxyprogesterone"
"15766","5beta-Pregnane-3_20-dione"
"15767","5a-Pregnane-3_20-dione"
"15768","Allopregnanolone"
"15769","5alpha-Pregnan-20alpha-ol-3-one"
"15770","21-Deoxycortisol"
"15771","17alpha_21-Dihydroxypregnenolone"
"15772","Cortisol"
"15773","Dihydrocortisol"
"15774","17a_21-Dihydroxy-5b-pregnane-3_11_20-trione"
"15775","11b_17a_21-Trihydroxypreg-nenolone"
"15776","Dehydroepiandrosterone"
"15777","16a-Hydroxydehydroisoandrosterone"
"15778","5-Androstenediol"
"15779","11b-Hydroxyandrost-4-ene-3_17-dione"
"15780","Etiocholanedione"
"15781","Etiocholanolone"
"15782","Androstanedione"
"15783","Androsterone"
"15784","Dihydrotestosterone"
"15785","2-Hydroxyestrone"
"15786","2-Methoxyestrone"
"15787","16b-Hydroxyestrone"
"15788","Estriol"
"15789","2-Hydroxyestradiol"
"15790","2-Methoxyestradiol"
"15791","Adenosine phosphosulfate"
"15792","2'-Deoxyinosine triphosphate"
"15793","Inosine triphosphate"
"15794","IDP"
"15795","Xanthosine"
"15796","Xanthosine 5-triphosphate"
"15797","Guanosine 3'_5'-bis(diphosphate)"
"15798","Cyclic GMP"
"15799","dIDP"
"15800","1-Methylxanthine"
"15801","(R)-5_6-Dihydrothymine"
"15802","(R)-3-Ureidoisobutyrate"
"15803","Glucosamine 6-phosphate"
"15804","Gamma-Aminobutyric acid"
"15805","Succinic acid semialdehyde"
"15806","N-Acetyl-L-aspartic acid"
"15807","N-Acetylaspartylglutamic acid"
"15808","Hydroxypyruvic acid"
"15809","Phosphohydroxypyruvic acid"
"15810","Phosphoserine"
"15811","L-Serine"
"15812","Betaine aldehyde"
"15813","Betaine"
"15814","Dimethylglycine"
"15815","Sarcosine"
"15816","5_10-Methylene-THF"
"15817","L-Cystathionine"
"15818","Glyoxylic acid"
"15819","Pyruvaldehyde"
"15820","2-Ketobutyric acid"
"15821","Choline"
"15822","Glyceric acid"
"15823","Cysteic acid"
"15824","3-Mercaptopyruvic acid"
"15825","Thiosulfate"
"15826","Sulfite"
"15827","3-Sulfinoalanine"
"15828","Homocysteine"
"15829","L-Methionine"
"15830","S-Adenosylmethioninamine"
"15831","5'-Methylthioadenosine"
"15832","5-Methylthioribose 1-phosphate"
"15833","5-Methylthioribulose 1-phosphate"
"15834","2_3-Diketo-5-methylthiopentyl-1-phosphate"
"15835","1_2-dihydroxy-3-keto-5-methylthiopentene"
"15836","2-Oxo-4-methylthiobutanoic acid"
"15837","3-Sulfopyruvic acid"
"15838","L-Alpha-aminobutyric acid"
"15839","gamma-L-Glutamyl-L-2-aminobutyrate"
"15840","methylbutanoyl)dihydrolipoyllysine"
"15841","(S)-2-Methylbutanoyl-CoA"
"15842","S-(2-Methylbutanoyl)-dihydrolipoamide-E"
"15843","(3S)-3-Methyl-2-oxopentanoic acid"
"15844","S-(2-Methylpropanoyl)-dihydrolipoamide-E"
"15845","(S)-3-Hydroxyisobutyric acid"
"15846","(S)-Methylmalonic acid semialdehyde"
"15847","Methylmalonic acid"
"15848","L-Threonine"
"15849","S-Glutaryldihydrolipoamide"
"15850","Protein lysine"
"15851","Protein N6-methyl-L-lysine"
"15852","Ne_Ne dimethyllysine"
"15853","procollagen 5-hydroxy-L-lysine"
"15854","5-Phosphooxy-L-lysine"
"15855","Agmatine"
"15856","4-Aminobutyraldehyde"
"15857","N-Acetylputrescine"
"15858","N4-Acetylaminobutanal"
"15859","L-Glutamic acid 5-phosphate"
"15860","4-Hydroxyproline"
"15861","1-Pyrroline-2-carboxylic acid"
"15862","Pyrroline hydroxycarboxylic acid"
"15863","L-erythro-4-Hydroxyglutamate"
"15864","(4R)-4-Hydroxy-2-oxoglutarate"
"15865","Anserine"
"15866","Carnosine"
"15867","Imidazole-4-acetaldehyde"
"15868","Methylimidazole acetaldehyde"
"15869","3-Methoxytyramine"
"15870","Homovanillin"
"15871","Homovanillic acid"
"15872","3_4-Dihydroxybenzeneacetic acid"
"15873","3_4-Dihydroxyphenylacetaldehyde"
"15874","3_4-Dihydroxymandelaldehyde"
"15875","3_4-Dihydroxymandelic acid"
"15876","3_4-Dihydroxyphenylglycol"
"15877","Vanillylmandelic acid"
"15878","3-Methoxy-4-hydroxyphenylglycolaldehyde"
"15879","Metanephrine"
"15880","Normetanephrine"
"15881","5_6-Dihydroxyindole-2-carboxylic acid"
"15882","Phenylpyruvic acid"
"15883","Ortho-Hydroxyphenylacetic acid"
"15884","5-Hydroxykynurenamine"
"15885","5-Hydroxykynurenine"
"15886","5-Hydroxy-N-formylkynurenine"
"15887","2-Aminobenzoic acid"
"15888","Indoleacetaldehyde"
"15889","Tryptamine"
"15890","5-Hydroxyindoleacetic acid"
"15891","L-Formylkynurenine"
"15892","Formylanthranilic acid"
"15893","Indolepyruvate"
"15894","3-Aminopropionaldehyde"
"15895","Malonic semialdehyde"
"15896","3-Hydroxypropionyl-CoA"
"15897","Acrylyl-CoA"
"15898","Hypotaurine"
"15899","CMP-2-aminoethylphosphonate"
"15900","CMP-N-trimethyl-2-aminoethylphosphonate"
"15901","Selenomethionine"
"15902","Methaneselenol"
"15903","Hydrogen selenide"
"15904","Phosphoroselenoic acid"
"15905","O-Phosphoseryl-tRNA(Sec)"
"15906","Se-Methylselenocysteine"
"15907","gamma-Glutamylalanine"
"15908","Pyroglutamic acid"
"15909","gamma-Glutamylcysteine"
"15910","Cysteinylglycine"
"15911","R-S-Glutathione"
"15912","R-S-Cysteinylglycine"
"15913","Starch"
"15914","Amylose"
"15915","D-Glucose 6-phosphate"
"15916","D-Maltose"
"15917","Dextrin"
"15918","Dolichol phosphate"
"15919","Dolichyl phosphate D-mannose"
"15920","Dolichyl b-D-glucosyl phosphate"
"15921","Dolichyl diphosphate"
"15922","(GlcNAc)2 (Man)1 (PP-Dol)1"
"15923","(GlcNAc)2 (Man)3 (PP-Dol)1"
"15924","(GlcNAc)2 (Man)5 (PP-Dol)1"
"15925","(GlcNAc)2 (Man)7 (PP-Dol)1"
"15926","(GlcNAc)2 (Man)9 (PP-Dol)1"
"15927","(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1"
"15928","(Glc)3 (GlcNAc)2 (Man)9 (Asn)1"
"15929","(Glc)2 (GlcNAc)2 (Man)9 (Asn)1"
"15930","(GlcNAc)2 (Man)5 (Asn)1"
"15931","(GlcNAc)3 (Man)5 (Asn)1"
"15932","(GlcNAc)3 (Man)3 (Asn)1"
"15933","(GlcNAc)4 (Man)3 (Asn)1"
"15934","(GlcNAc)4 (LFuc)1 (Man)3 (Asn)1"
"15935","(Gal)2 (GlcNAc)4 (LFuc)1 (Man)3 (Asn)1"
"15936","(GlcNAc)5 (Man)3 (Asn)1"
"15937","(GlcNAc)6 (Man)3 (Asn)1"
"15938","N-Acetyl-D-glucosaminyldiphosphodolichol"
"15939","N_N'-Chitobiosyldiphosphodolichol"
"15940","(GlcNAc)2 (Man)9 (Asn)1"
"15941","DS 3"
"15942","Tn antigen"
"15943","(Gal)1 (GalNAc)1 (Neu5Ac)1 (Ser/Thr)1"
"15944","(GalNAc)1 (GlcNAc)1 (Ser/Thr)1"
"15945","(Gal)1 (GalNAc)1 (GlcNAc)1 (Ser/Thr)1"
"15946","T antigen"
"15947","(Man)1 (Ser/Thr)1"
"15948","(GlcNAc)1 (Man)1 (Ser/Thr)1"
"15949","O-Mannose core M1"
"15950","(Gal)1 (GlcA)1 (GlcNAc)1 (Man)1 (Ser/Thr)1"
"15951","(GlcNAc)2 (Man)1 (Ser/Thr)1"
"15952","O-Mannose core M2"
"15953","(Gal)2 (GlcA)1 (GlcNAc)2 (Man)1 (Ser/Thr)1"
"15954","O-mannose core M3"
"15955","Phospho-core M3"
"15956","(GalNAc)1 (GlcNAc)1 (Man)1 (Rib-ol)1 (P)2 (Ser/Thr)1"
"15957","(GalNAc)1 (GlcNAc)1 (Man)1 (Rib-ol)2 (P)3 (Ser/Thr)1"
"15958","(GalNAc)1 (GlcNAc)1 (Man)1 (Rib-ol)2 (Xyl)1 (P)3 (Ser/Thr)1"
"15959","(GalNAc)1 (GlcA)1 (GlcNAc)1 (Man)1 (Rib-ol)2 (Xyl)1 (P)3 (Ser/Thr)1"
"15960","(GalNAc)1 (GlcA)1 (GlcNAc)1 (Man)1 (Rib-ol)2 (Xyl)2 (P)3 (Ser/Thr)1"
"15961","CDP-ribitol"
"15962","Chitobiose"
"15963","N-Acetyl-D-glucosamine"
"15964","N-Acetyl-D-Glucosamine 6-Phosphate"
"15965","N-Acetyl-alpha-D-glucosamine 1-phosphate"
"15966","Uridine diphosphate-N-acetylglucosamine"
"15967","N-Acetylmannosamine"
"15968","N-Acetyl-D-mannosamine 6-phosphate"
"15969","N-Acetylneuraminic acid 9-phosphate"
"15970","N-Acetylneuraminate"
"15971","D-Fructose"
"15972","(GalNAc)2 (GlcA)1 (LIdoA)1 (S)2"
"15973","(GalNAc)2 (GlcA)1 (S)2"
"15974","(GalNAc)2 (GlcA)1 (S)1"
"15975","(GlcA)2 (GlcN)1 (GlcNAc)1 (LIdoA)1 (S)4"
"15976","(GlcA)2 (GlcN)1 (GlcNAc)1 (LIdoA)1 (S)3"
"15977","(GlcA)2 (GlcN)1 (GlcNAc)1 (S)3"
"15978","(GlcA)2 (GlcN)1 (GlcNAc)1 (S)2"
"15979","(GlcA)2 (GlcNAc)2 (S)2"
"15980","(GlcA)1 (GlcNAc)1 (S)1"
"15981","(Gal)1 (GlcNAc)2 (S)1"
"15982","(Gal)1 (GlcNAc)2 (S)2"
"15983","(Gal)2 (GlcNAc)2 (S)2"
"15984","Heparan sulfate"
"15985","(GlcA)2 (GlcNAc)2"
"15986","(Xyl)1 (Ser)1"
"15987","(Gal)1 (Xyl)1 (Ser)1"
"15988","(Gal)2 (Xyl)1 (Ser)1"
"15989","(Gal)2 (GlcA)1 (Xyl)1 (Ser)1"
"15990","(Gal)2 (GalNAc)1 (GlcA)1 (Xyl)1 (Ser)1"
"15991","(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1"
"15992","1-Acylglycerol"
"15993","1_2-Diacyl-sn-glycerol"
"15994","1-Phosphatidyl-1D-myo-inositol 3_4-bisphosphate"
"15995","1-Phosphatidyl-1D-myo-inositol 3-phosphate"
"15996","Inositol phosphate"
"15997","Inositol 1_3_4_5-tetraphosphate"
"15998","Inositol 1_3_4-trisphosphate"
"15999","1D-Myo-inositol 1_3_4_6-tetrakisphosphate"
"16000","Inositol 1_3_4_5_6-pentakisphosphate"
"16001","1-Phosphatidyl-1D-myo-inositol 3_5-bisphosphate"
"16002","(GlcN)1 (Ino-P)1"
"16003","(GlcN)1 (Ino(acyl)-P)1"
"16004","(GlcN)1 (Ino(acyl)-P)1 (Man)1"
"16005","gl:G00147"
"16006","(GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1"
